stub,total_fenestration_area_nm2,total_fenestration_area_um2,covered_area_nm2,covered_area_um2,porosity_fraction,porosity_percent
PR16_ME_18,806010.3342080001,0.8060103342080001,5010462.437376,5.010462437376,0.16086545788578172,16.08654578857817
PR11_ME_04,327422.493696,0.327422493696,2036423.819264,2.036423819264,0.16078307992603247,16.078307992603246
PR6_ME_42,524226.52736000007,0.5242265273600001,3260768.5739520006,3.2607685739520007,0.1607677808071628,16.07677808071628
FAS23_ME_05,720849.976425,0.720849976425,4492265.404725,4.492265404725,0.16046469019101237,16.046469019101238
PR11_ME_13,775570.67264,0.77557067264,4834767.535104,4.834767535104,0.16041529753163547,16.041529753163548
PR17_ME_09,810484.7363999999,0.8104847364,5052580.6914,5.0525806914,0.16041005298134603,16.041005298134603
PR1_ME_12,308176.134192,0.308176134192,1922914.845504,1.9229148455040002,0.16026509697636995,16.026509697636996
PR13_ME_20,649623.6616320001,0.6496236616320001,4053826.0979040004,4.053826097904,0.16024951390191183,16.024951390191184
FAS24_ME_09,931076.1813840002,0.9310761813840003,5815532.739790001,5.815532739790001,0.16010161459732775,16.010161459732775
PR17_ME_06,384355.2708,0.3843552708,2403799.9101,2.4037999101,0.15989486861408964,15.989486861408963
PR17_ME_05,384355.2708,0.3843552708,2403799.9101,2.4037999101,0.15989486861408964,15.989486861408963
PR21_ME_07,958355.5824,0.9583555824,5999308.1244,5.9993081244,0.1597443509364418,15.974435093644178
PR5_ME_35,363149.113503,0.363149113503,2279077.229242,2.2790772292419996,0.1593404158681275,15.93404158681275
PR11_ME_14,881338.036224,0.8813380362240001,5534435.185664,5.534435185664,0.15924624765810869,15.924624765810869
PR5_ME_40,734863.7918080001,0.7348637918080001,4616307.7936,4.616307793600001,0.15918864700200608,15.918864700200608
FAS6_ME_new_19,833931.6606,0.8339316605999999,5261492.5137,5.2614925137,0.15849716756767945,15.849716756767945
FAS6_ME_new_28,676978.8759,0.6769788758999999,4282917.022799999,4.2829170227999995,0.158064905833132,15.8064905833132
PR17_ME_38,866882.6226,0.8668826226,5486593.8789,5.4865938789,0.15800014393881112,15.800014393881112
PR1_ME_09,953992.901952,0.953992901952,6043126.749264,6.043126749264,0.15786412258657126,15.786412258657126
FAS19_ME_20,931000.9469750001,0.9310009469750001,5905356.831225,5.905356831225,0.15765363103077285,15.765363103077284
PR10_ME_28,795438.2196640001,0.7954382196640001,5053748.796096001,5.053748796096001,0.15739567828905004,15.739567828905004
PR6_ME_36,671232.2128000001,0.6712322128000001,4274785.392512001,4.274785392512001,0.15702126567003227,15.702126567003226
