stub,pixel_size_nm_per_px,covered_px,total_px,coverage_fraction,coverage_percent,covered_area_nm2,covered_area_um2,n_rois,rois_per_nm2,rois_per_um2,mean_roi_area_nm2,summed_roi_area_nm2,summed_roi_area_um2,total_fenestration_area_nm2,total_fenestration_area_um2,porosity_fraction,porosity_percent
FAS24_ME_05,3.769,436991,786432,0.5556627909342448,55.56627909342448,6207614.908751001,6.207614908751001,668,0.00010760976797357498,107.60976797357498,2883.6457519790424,1926275.3623220003,1.9262753623220004,1926275.3623220003,1.9262753623220004,0.3103084502884499,31.03084502884499
FAS24_ME_13,3.769,487390,786432,0.6197484334309896,61.97484334309896,6923550.897790001,6.923550897790001,742,0.00010717044056639297,107.17044056639297,2878.9978336132076,2136216.392541,2.1362163925410003,2136216.392541,2.1362163925410003,0.3085434662180184,30.85434662180184
PR21_ME_04,3.652,319302,786432,0.40601348876953125,40.601348876953125,4258563.981408001,4.258563981408001,531,0.00012468991949357455,124.68991949357456,2458.5984221167614,1305515.7621440003,1.3055157621440003,1305515.7621440003,1.3055157621440003,0.30656243932076843,30.656243932076844
FAS6_ME_new_07,3.652,450057,786432,0.5722770690917969,57.22770690917969,6002457.014928001,6.002457014928001,701,0.00011678550937668122,116.78550937668122,2535.666955206848,1777502.5356000003,1.7775025356000003,1777502.5356000003,1.7775025356000003,0.29612915697345005,29.612915697345006
PR13_ME_04,3.692,281700,786432,0.3582000732421875,35.82000732421875,3839814.3888000003,3.8398143888000003,464,0.00012083917424586947,120.83917424586947,2439.924656,1132125.0403840002,1.1321250403840002,1132125.0403840002,1.1321250403840002,0.29483848065317714,29.483848065317712
FAS6_ME_new_04,3.652,382669,786432,0.4865887959798177,48.658879597981766,5103696.250576001,5.103696250576001,729,0.0001428376541644157,142.8376541644157,2054.7189989574763,1497890.15024,1.4978901502400002,1497890.15024,1.4978901502400002,0.29349124177814245,29.349124177814247
PR21_ME_05,3.729,251883,786432,0.3202857971191406,32.02857971191406,3502544.1954030003,3.5025441954030003,468,0.0001336171576690561,133.61715766905613,2149.489996288462,1005961.3182630001,1.005961318263,1005961.3182630002,1.0059613182630003,0.2872087437421343,28.72087437421343
PR1_ME_overview28,3.652,107691,786432,0.13693618774414062,13.693618774414062,1436286.0668640002,1.436286066864,206,0.00014342546707967602,143.42546707967603,1994.609223456311,410889.50003200007,0.4108895000320001,410889.50003200007,0.4108895000320001,0.2860777595156513,28.607775951565127
FAS4_ME_new_13,3.652,389294,786432,0.49501291910807294,49.501291910807296,5192054.564576001,5.192054564576001,646,0.00012442088039819248,124.4208803981925,2267.7618847801864,1464974.1775680003,1.4649741775680003,1464974.1775680005,1.4649741775680005,0.2821569302378152,28.21569302378152
PR5_ME_38,3.704,221846,786432,0.28209177652994794,28.209177652994793,3043641.9311360004,3.0436419311360003,441,0.00014489220807764413,144.89220807764414,1944.110030512472,857352.5234560001,0.8573525234560001,857352.5234560001,0.8573525234560001,0.28168639506684817,28.168639506684816
FAS16_ME_04,3.652,309814,786432,0.39394887288411456,39.394887288411454,4132021.5386560005,4.132021538656001,412,9.970906398856984e-05,99.70906398856985,2815.5209233009714,1159994.6204000001,1.1599946204000002,1159994.6204000001,1.1599946204000002,0.2807329559025738,28.07329559025738
PR13_ME_08,3.692,302935,786432,0.38520177205403644,38.52017720540364,4129265.78584,4.12926578584,453,0.00010970473287367915,109.70473287367913,2511.9606127682123,1137918.1575840001,1.137918157584,1137918.1575840001,1.137918157584,0.2755739680129401,27.55739680129401
PR3_ME_06,3.692,26996,786432,0.034327189127604164,3.4327189127604165,367978.804544,0.367978804544,61,0.00016577041733583354,165.77041733583354,1660.7308401311475,101304.581248,0.101304581248,101304.581248,0.101304581248,0.2753000444510298,27.53000444510298
FAS20_ME_26,3.807,413564,786432,0.5258738199869791,52.587381998697914,5993886.029436,5.993886029436,779,0.00012996576781312285,129.96576781312285,2082.5626701720153,1622316.3200639999,1.6223163200639998,1622316.3200639999,1.6223163200639998,0.2706618564478533,27.066185644785328
FAS6_ME_new_03,3.652,450162,786432,0.5724105834960938,57.241058349609375,6003857.410848001,6.003857410848001,830,0.00013824445572280315,138.24445572280314,1940.5004256000002,1610615.3532480001,1.610615353248,1610615.3532480001,1.610615353248,0.2682634251669399,26.82634251669399
PR13_ME_05,3.692,224139,786432,0.2850074768066406,28.500747680664062,3055208.226096,3.055208226096,307,0.00010048414945265126,100.48414945265125,2640.9243997394137,810763.79072,0.81076379072,810763.79072,0.81076379072,0.2653710420765686,26.53710420765686
FAS23_ME_20,3.735,357556,786432,0.4546559651692708,45.46559651692708,4987986.6501,4.9879866501,548,0.00010986396685504633,109.86396685504634,2358.631746213504,1292530.196925,1.292530196925,1292530.196925,1.292530196925,0.25912863998926045,25.912863998926046
FAS23_ME_07,3.735,204962,786432,0.26062266031901044,26.062266031901043,2859266.01645,2.85926601645,378,0.00013220176011090995,132.20176011090996,1921.6250410714283,726374.2655249999,0.726374265525,726374.2655249999,0.726374265525,0.25404221270284244,25.404221270284243
PR5_ME_03,3.704,495971,786432,0.6306597391764323,63.06597391764323,6804531.667136001,6.804531667136001,645,9.478977122190068e-05,94.78977122190068,2636.591134362791,1700601.2816640001,1.7006012816640002,1700601.2816640001,1.7006012816640002,0.24992187043194056,24.992187043194054
PR5_ME_02,3.704,420405,786432,0.5345726013183594,53.45726013183594,5767795.164480001,5.767795164480001,514,8.911550867225361e-05,89.11550867225363,2791.2211757821015,1434687.6843520002,1.4346876843520002,1434687.6843520002,1.4346876843520002,0.24874109489658783,24.87410948965878
FAS20_ME_25,3.652,494226,786432,0.6284408569335938,62.844085693359375,6591543.561504001,6.591543561504001,721,0.00010938257378905776,109.38257378905776,2271.5437366102637,1637783.0340960003,1.6377830340960002,1637783.0340960003,1.6377830340960002,0.2484673003848442,24.84673003848442
FAS24_ME_14,3.769,329429,786432,0.41889063517252606,41.88906351725261,4679657.868869,4.6796578688690005,395,8.440788003492771e-05,84.4078800349277,2942.4517257189877,1162268.4316590002,1.1622684316590002,1162268.4316590002,1.1622684316590002,0.24836611227305433,24.836611227305433
PR17_ME_23,3.69,455264,786432,0.5788981119791666,57.889811197916664,6198920.1504,6.198920150399999,674,0.00010872861460499836,108.72861460499836,2280.3129133531156,1536930.9035999998,1.5369309035999998,1536930.9035999998,1.5369309035999998,0.2479352639347719,24.79352639347719
FAS24_ME_27,3.616,473038,786432,0.6014989217122396,60.14989217122396,6185187.555328,6.1851875553280005,612,9.894606986861947e-05,98.94606986861947,2459.6385564444445,1505298.796544,1.5052987965440001,1505298.796544,1.5052987965440001,0.24337156845750235,24.337156845750236
PR1_ME_08,3.684,126841,786432,0.16128667195638022,16.128667195638023,1721467.7868960002,1.7214677868960002,202,0.00011734172520545894,117.34172520545893,2061.443989069307,416411.68579200003,0.41641168579200005,416411.68579200003,0.41641168579200005,0.24189339409181573,24.189339409181574
FAS4_ME_new_14,3.652,380892,786432,0.4843292236328125,48.43292236328125,5079996.216768,5.079996216768,598,0.000117716623100255,117.716623100255,2051.036948414716,1226520.0951520002,1.2265200951520001,1226520.0951520002,1.2265200951520001,0.2414411434212323,24.14411434212323
FAS24_ME_03,3.769,508577,786432,0.6466890970865885,64.66890970865884,7224519.881297001,7.224519881297001,721,9.979901942917218e-05,99.79901942917218,2388.9634359681004,1722442.6373330003,1.7224426373330004,1722442.6373330003,1.7224426373330004,0.23841620836176236,23.841620836176237
FAS19_ME_04,3.658,336012,786432,0.4272613525390625,42.72613525390625,4496164.475567999,4.4961644755679995,420,9.341295281395184e-05,93.41295281395183,2550.8259110952376,1071346.88266,1.0713468826599999,1071346.88266,1.0713468826599999,0.23828018046974514,23.828018046974513
FAS23_ME_12,3.735,335871,786432,0.4270820617675781,42.70820617675781,4685476.020975,4.685476020975,488,0.00010415163748900206,104.15163748900206,2287.093650307377,1116101.70135,1.11610170135,1116101.70135,1.11610170135,0.23820454877021235,23.820454877021234
FAS24_ME_28,3.327,435169,786432,0.5533459981282552,55.33459981282552,4816854.764001,4.8168547640009995,438,9.093070508860148e-05,90.93070508860148,2609.740091260274,1143066.159972,1.143066159972,1143066.159972,1.143066159972,0.23730550659628788,23.730550659628786
FAS24_ME_11,3.692,520546,786432,0.6619084676106771,66.19084676106772,7095491.731744001,7.0954917317440005,805,0.0001134523202103907,113.45232021039071,2083.1177414559006,1676909.781872,1.676909781872,1676909.781872,1.676909781872,0.23633454103960072,23.633454103960073
FAS16_ME_05,3.652,481206,786432,0.6118850708007812,61.188507080078125,6417894.467424001,6.417894467424,541,8.429555872973794e-05,84.29555872973793,2796.5022723548987,1512907.729344,1.512907729344,1512907.729344,1.512907729344,0.23573272153713792,23.57327215371379
PR20_ME_15,3.69,378272,786432,0.4809977213541667,48.09977213541667,5150589.379199999,5.1505893791999995,459,8.91160149270709e-05,89.1160149270709,2635.382805882353,1209640.7079,1.2096407079,1209640.7079,1.2096407079,0.23485481346755777,23.485481346755776
PR5_ME_05,3.704,318034,786432,0.40440114339192706,40.440114339192704,4363304.354944001,4.363304354944001,435,9.969508533300168e-05,99.69508533300169,2351.6998791356323,1022989.4474240001,1.0229894474240002,1022989.447424,1.022989447424,0.2344529201280366,23.44529201280366
PR24_ME_07,3.652,176120,786432,0.22394816080729166,22.394816080729164,2348930.7564800004,2.3489307564800006,238,0.00010132269729255699,101.322697292557,2312.418472941177,550355.5965600001,0.5503555965600001,550355.5965600001,0.5503555965600001,0.23430047694753578,23.43004769475358
FAS24_ME_25,3.73,422996,786432,0.5378672281901041,53.786722819010414,5885101.048400001,5.885101048400001,639,0.00010857927412711576,108.57927412711575,2135.7281281690143,1364730.2739000001,1.3647302739000002,1364730.2739000001,1.3647302739000002,0.2318958098894552,23.189580988945522
PR13_ME_03,3.692,323057,786432,0.41078821818033856,41.07882181803386,4403546.031248,4.403546031248,405,9.197133335863409e-05,91.9713333586341,2518.2768816592593,1019902.1370720001,1.019902137072,1019902.137072,1.019902137072,0.23160928257242527,23.160928257242528
FAS4_ME_new_16,3.652,501085,786432,0.6371625264485677,63.71625264485677,6683022.757840001,6.683022757840001,713,0.00010668824958938888,106.68824958938887,2167.1391078821885,1545170.1839200002,1.5451701839200003,1545170.1839200004,1.5451701839200005,0.23120827803666047,23.120827803666046
PR14_ME_11,3.692,378309,786432,0.4810447692871094,48.10447692871094,5156678.528976,5.156678528976,468,9.075609374721566e-05,90.75609374721566,2508.6906173333336,1174067.208912,1.1740672089120001,1174067.208912,1.1740672089120001,0.22767896084946435,22.767896084946436
PR5_ME_37,3.704,206916,786432,0.2631072998046875,26.31072998046875,2838808.0642560003,2.8388080642560003,375,0.00013209769435338018,132.09769435338018,1699.6957870080003,637385.9201280001,0.6373859201280001,637385.9201280001,0.6373859201280001,0.22452589456591082,22.45258945659108
PR14_ME_10,3.652,262650,786432,0.33397674560546875,33.397674560546875,3502990.3656000006,3.5029903656000005,292,8.335735172653994e-05,83.35735172653995,2686.6956557808226,784515.1314880002,0.7845151314880001,784515.1314880002,0.7845151314880001,0.2239558347610889,22.39558347610889
PR21_ME_06,3.69,217601,786432,0.27669397989908856,27.669397989908855,2962876.9761,2.9628769761,345,0.00011644087918024845,116.44087918024846,1916.831144347826,661306.7448,0.6613067448,661306.7448,0.6613067448,0.2231975036879426,22.31975036879426
PR5_ME_01,3.636,83217,786432,0.10581588745117188,10.581588745117188,1100170.015632,1.100170015632,149,0.00013543361288064732,135.43361288064733,1636.5909310067116,243852.04872000002,0.24385204872000002,243852.04872000002,0.24385204872000002,0.22164942259394116,22.164942259394117
FAS23_ME_17,3.735,288557,786432,0.36691919962565106,36.69191996256511,4025435.075325,4.025435075325,395,9.812603920039849e-05,98.12603920039848,2252.519874683544,889745.3505,0.8897453504999999,889745.3504999998,0.8897453504999998,0.2210308535228741,22.103085352287412
PR6_ME_43,3.704,409994,786432,0.5213343302408854,52.13343302408854,5624960.242304001,5.624960242304001,682,0.00012124530141045952,121.24530141045953,1818.0502873900296,1239910.296,1.2399102960000001,1239910.296,1.2399102960000001,0.22043005507397667,22.043005507397666
FAS6_ME_new_13,3.652,417174,786432,0.5304641723632812,53.046417236328125,5563893.024096001,5.563893024096001,548,9.849218840598339e-05,98.49218840598338,2229.7301461021902,1221892.1200640001,1.221892120064,1221892.1200640004,1.2218921200640003,0.2196110016443978,21.96110016443978
PR1_ME_06,3.684,228701,786432,0.29080835978190106,29.080835978190105,3103897.0390560003,3.103897039056,337,0.00010857318904575941,108.57318904575942,1989.0622191097925,670313.96784,0.6703139678400001,670313.96784,0.6703139678400001,0.21595882833918523,21.595882833918523
FAS6_ME_new_25,3.69,429053,786432,0.545569101969401,54.5569101969401,5842028.5533,5.8420285533,625,0.0001069833867290763,106.9833867290763,2005.0524216,1253157.7635,1.2531577635,1253157.7635,1.2531577635,0.21450729863210372,21.45072986321037
PR16_ME_09,3.616,356335,786432,0.45310338338216144,45.31033833821614,4659242.61376,4.65924261376,470,0.00010087476419707427,100.87476419707427,2125.262362144681,998873.310208,0.998873310208,998873.310208,0.998873310208,0.21438533963826176,21.438533963826174
FAS6_ME_new_09,3.652,339125,786432,0.43121973673502606,43.12197367350261,4522945.394,4.522945394000001,550,0.00012160217559327888,121.60217559327889,1756.8603360000002,966273.1848000002,0.9662731848000001,966273.1848,0.9662731848,0.21363803907113896,21.363803907113894
PR11_ME_23,3.616,403287,786432,0.5128059387207031,51.28059387207031,5273161.423872001,5.273161423872001,524,9.937112822448643e-05,99.37112822448643,2143.576282870229,1123233.9722240001,1.1232339722240001,1123233.9722240001,1.1232339722240001,0.21300959366406555,21.300959366406556
FAS23_ME_06,3.583,327252,786432,0.4161224365234375,41.61224365234375,4201224.851028,4.201224851028,471,0.0001121101623220073,112.1101623220073,1896.2734089575374,893144.7756190001,0.8931447756190001,893144.7756190001,0.8931447756190001,0.21259151968513562,21.259151968513564
FAS4_ME_new_19,3.652,366360,786432,0.465850830078125,46.5850830078125,4886181.421440001,4.886181421440001,572,0.00011706483052187338,117.06483052187336,1815.9912726153848,1038747.0079360001,1.0387470079360002,1038747.0079360001,1.0387470079360002,0.21258871055792117,21.258871055792117
FAS23_ME_13,3.735,264880,786432,0.3368123372395833,33.68123372395833,3695135.5979999998,3.695135598,400,0.00010825042529332371,108.2504252933237,1960.2507414374998,784100.2965749999,0.7841002965749999,784100.2965749999,0.7841002965749999,0.21219797644216248,21.21979764421625
FAS4_ME_new_10,3.652,257879,786432,0.3279101053873698,32.791010538736984,3439359.0424160003,3.439359042416,376,0.00010932269511934303,109.32269511934304,1937.6400082553196,728552.6431040001,0.7285526431040001,728552.6431040001,0.7285526431040001,0.2118280278735376,21.18280278735376
PR16_ME_07,3.616,247903,786432,0.31522496541341144,31.522496541341145,3241444.7687680004,3.2414447687680004,345,0.00010643402081816951,106.43402081816951,1973.9011576579712,680995.899392,0.680995899392,680995.899392,0.680995899392,0.2100902369071774,21.00902369071774
FAS24_ME_23,3.692,278640,786432,0.35430908203125,35.430908203125,3798103.94496,3.79810394496,421,0.00011084478100149358,110.84478100149357,1891.4523610831354,796301.444016,0.796301444016,796301.444016,0.796301444016,0.20965762273901808,20.96576227390181
PR5_ME_09,3.704,143964,786432,0.1830596923828125,18.30596923828125,1975130.7978240002,1.9751307978240003,233,0.000117966870982264,117.966870982264,1771.9502329957086,412864.4042880001,0.4128644042880001,412864.4042880001,0.4128644042880001,0.20903142452279738,20.903142452279738
PR5_ME_25,3.704,257152,786432,0.3269856770833333,32.69856770833333,3528026.6936320006,3.5280266936320004,392,0.00011111027042611387,111.11027042611389,1873.4625634285717,734397.3248640001,0.7343973248640001,734397.3248640001,0.7343973248640001,0.20816093205574912,20.816093205574912
FAS6_ME_new_37,3.69,340674,786432,0.43318939208984375,43.318939208984375,4638651.2513999995,4.6386512514,464,0.00010002907630961896,100.02907630961894,2079.6245146551723,964945.7748,0.9649457748,964945.7748,0.9649457748,0.20802291927179653,20.802291927179652
FAS4_ME_new_05,3.652,430209,786432,0.5470390319824219,54.70390319824219,5737742.174736001,5.737742174736001,498,8.679372213564362e-05,86.79372213564362,2392.349725333334,1191390.1632160002,1.1913901632160002,1191390.1632160002,1.1913901632160002,0.2076409373118647,20.76409373118647
PR5_ME_15,3.704,321443,786432,0.4087359110514323,40.873591105143234,4410074.525888001,4.4100745258880005,420,9.523648580869048e-05,95.23648580869049,2178.217700266667,914851.4341120002,0.9148514341120002,914851.4341120002,0.9148514341120002,0.20744579909968486,20.744579909968486
FAS24_ME_04,3.73,443759,786432,0.5642687479654948,56.42687479654948,6173974.5911,6.1739745910999995,581,9.410469567489503e-05,94.10469567489504,2202.06963545611,1279402.4582,1.2794024582,1279402.4582,1.2794024582,0.2072250928995243,20.722509289952427
FAS4_ME_new_01,3.652,176881,786432,0.22491582234700522,22.491582234700523,2359080.2926240005,2.3590802926240007,265,0.00011233191207122544,112.33191207122543,1841.8288980528305,488084.65798400005,0.488084657984,488084.65798400005,0.488084657984,0.2068961618263126,20.68961618263126
PR14_ME_09,3.652,309617,786432,0.39369837443033856,39.36983744303386,4129394.1291680005,4.129394129168,320,7.74932084442311e-05,77.4932084442311,2666.5038741000003,853281.2397120001,0.8532812397120001,853281.2397120001,0.8532812397120001,0.20663594053298107,20.663594053298105
PR10_ME_29,3.652,251321,786432,0.31957117716471356,31.957117716471355,3351894.3143840004,3.3518943143840003,345,0.00010292687287886727,102.92687287886729,1988.929459988406,686180.6636960001,0.6861806636960002,686180.6636960001,0.6861806636960002,0.20471428969326083,20.471428969326084
PR21_ME_08,3.69,479049,786432,0.6091423034667969,60.91423034667969,6522779.0889,6.5227790889,678,0.00010394342515045037,103.94342515045037,1966.200988938053,1333084.2704999999,1.3330842705,1333084.2704999999,1.3330842705,0.204373665324424,20.4373665324424
PR1_ME_11,3.684,256471,786432,0.32611974080403644,32.61197408040364,3480787.480176,3.4807874801759997,428,0.00012296068129340632,122.96068129340632,1643.6532334205608,703483.583904,0.703483583904,703483.583904,0.703483583904,0.20210472139150235,20.210472139150234
PR20_ME_28,3.69,359927,786432,0.4576708475748698,45.767084757486984,4900802.0247,4.9008020247,482,9.83512489528702e-05,98.3512489528702,2039.7595780082986,983164.1166,0.9831641165999999,983164.1166,0.9831641165999999,0.20061290206069562,20.06129020606956
FAS6_ME_new_01,3.652,497487,786432,0.6325874328613281,63.25874328613281,6635035.857648001,6.635035857648001,732,0.00011032344296319758,110.32344296319759,1816.7613579890713,1329869.3140480001,1.3298693140480002,1329869.3140480001,1.3298693140480002,0.20043136805584869,20.04313680558487
PR6_ME_37,3.704,295742,786432,0.37605539957682294,37.605539957682296,4057466.675072001,4.057466675072001,497,0.00012249022353120882,122.49022353120883,1633.8489178913483,812022.9121920001,0.8120229121920001,812022.9121920001,0.8120229121920001,0.2001305191687349,20.01305191687349
FAS24_ME_08,3.769,448516,786432,0.5703175862630209,57.031758626302086,6371331.694276,6.371331694276001,552,8.663808862689042e-05,86.63808862689041,2291.540897836957,1264930.5756060001,1.264930575606,1264930.5756060001,1.264930575606,0.1985347233989423,19.85347233989423
FAS19_ME_07,3.658,452256,786432,0.5750732421875,57.50732421875,6051621.254783999,6.051621254783999,608,0.00010046894450298862,100.46894450298862,1967.6619529342104,1196338.4673839998,1.1963384673839998,1196338.4673839998,1.1963384673839998,0.19768891954998938,19.76889195499894
PR16_ME_29,3.616,301213,786432,0.3830121358235677,38.301213582356766,3938497.3281280003,3.9384973281280002,402,0.00010206938497304348,102.06938497304348,1931.4595228656717,776446.7281920001,0.7764467281920001,776446.7281920001,0.7764467281920001,0.19714288559922713,19.714288559922714
FAS6_ME_new_27,3.69,411543,786432,0.5233039855957031,52.33039855957031,5603610.6422999995,5.6036106423,572,0.00010207704219885321,102.0770421988532,1929.8679356643356,1103884.4592,1.1038844592,1103884.4592,1.1038844592,0.1969952107070221,19.69952107070221
PR11_ME_21,3.616,195197,786432,0.24820582071940103,24.820582071940102,2552289.7848320003,2.5522897848320003,289,0.00011323165641985394,113.23165641985393,1736.2757766643601,501783.69945600006,0.5017836994560001,501783.69945600006,0.5017836994560001,0.19660138219337386,19.660138219337387
PR5_ME_20,3.704,313096,786432,0.3981221516927083,39.81221516927083,4295556.891136001,4.295556891136001,414,9.637865601414809e-05,96.37865601414809,2039.38446531401,844305.1686400002,0.8443051686400002,844305.1686400002,0.8443051686400002,0.1965531338630963,19.65531338630963
PR6_ME_31,3.704,269923,786432,0.34322484334309894,34.32248433430989,3703239.9095680006,3.7032399095680004,376,0.00010153271437492746,101.53271437492747,1931.36434706383,726192.9944960001,0.7261929944960002,726192.9944960001,0.7261929944960002,0.19609666460435013,19.60966646043501
PR16_ME_20,3.616,276647,786432,0.3517748514811198,35.177485148111984,3617285.676032,3.617285676032,329,9.095217504659411e-05,90.95217504659412,2152.760562772037,708258.2251520001,0.7082582251520001,708258.2251520001,0.7082582251520001,0.19579825553864674,19.579825553864673
PR16_ME_12,3.616,322851,786432,0.4105262756347656,41.05262756347656,4221424.045056,4.2214240450560006,392,9.285965963525936e-05,92.85965963525936,2102.546667102041,824198.2935040001,0.8241982935040001,824198.2935040001,0.8241982935040001,0.1952417678743445,19.52417678743445
PR5_ME_24,3.704,485741,786432,0.617651621500651,61.7651621500651,6664179.995456001,6.664179995456001,641,9.618587739782967e-05,96.18587739782967,2026.6291422652107,1299069.280192,1.299069280192,1299069.280192,1.299069280192,0.19493310220879026,19.493310220879025
FAS4_ME_new_12,3.652,210033,786432,0.2670707702636719,26.707077026367188,2801231.964432,2.801231964432,256,9.138836171031219e-05,91.3883617103122,2131.6443252500003,545700.9472640001,0.5457009472640001,545700.9472640001,0.5457009472640001,0.1948074826336814,19.480748263368138
FAS16_ME_19,3.652,342874,786432,0.43598683675130206,43.598683675130204,4572946.196896001,4.572946196896001,465,0.00010168499255810841,101.6849925581084,1914.1182205247314,890064.9725440001,0.8900649725440002,890064.9725440001,0.8900649725440002,0.19463709700939705,19.463709700939706
PR16_ME_08,3.616,391546,786432,0.49787648518880206,49.787648518880204,5119642.494976,5.1196424949759995,559,0.00010918731152586475,109.18731152586477,1779.454946690519,994715.3152000001,0.9947153152000001,994715.3152000001,0.9947153152000001,0.19429390161053875,19.429390161053874
PR12_ME_06,3.652,472486,786432,0.6007970174153646,60.07970174153646,6301594.920544001,6.301594920544002,711,0.00011282857894944176,112.82857894944175,1720.8990971364278,1223559.2580640002,1.2235592580640002,1223559.2580640002,1.2235592580640002,0.1941665996452805,19.416659964528048
PR5_ME_34,3.553,254580,786432,0.3237152099609375,32.37152099609375,3213769.2952199997,3.2137692952199997,305,9.490413653949641e-05,94.9041365394964,2043.0703601901637,623136.4598579999,0.6231364598579999,623136.4598579999,0.6231364598579999,0.1938958284232854,19.38958284232854
FAS19_ME_06,3.658,438894,786432,0.5580825805664062,55.808258056640625,5872824.813816,5.872824813816,634,0.00010795486330675072,107.95486330675071,1794.442147015773,1137676.321208,1.1376763212079999,1137676.321208,1.1376763212079999,0.19371875669296004,19.371875669296003
PR5_ME_12,3.704,180506,786432,0.2295252482096354,22.95252482096354,2476473.0056960005,2.4764730056960005,274,0.00011064122216143182,110.64122216143183,1746.6973888467155,478595.08454400004,0.478595084544,478595.08454400004,0.478595084544,0.19325673384818232,19.32567338481823
PR20_ME_12,3.729,458099,786432,0.5825030008951823,58.25030008951823,6370068.6166590005,6.370068616659,652,0.00010235368553093603,102.35368553093603,1886.5545928481597,1230033.5945370002,1.2300335945370002,1230033.5945370002,1.2300335945370002,0.19309581553332358,19.309581553332357
PR13_ME_16,3.692,439608,786432,0.558990478515625,55.8990478515625,5992236.861312,5.9922368613120005,589,9.829384479154892e-05,98.29384479154892,1962.2427140237694,1155760.9585600002,1.1557609585600002,1155760.9585600002,1.1557609585600002,0.1928763807756001,19.28763807756001
PR10_ME_31,3.652,543615,786432,0.6912422180175781,69.12422180175781,7250249.790960001,7.250249790960001,500,6.896314119044929e-05,68.96314119044929,2794.4167042880003,1397208.3521440001,1.3972083521440002,1397208.3521440001,1.3972083521440002,0.19271175372276333,19.271175372276332
FAS23_ME_08,3.735,312766,786432,0.39770253499348956,39.770253499348954,4363156.07235,4.36315607235,515,0.00011803382493320265,118.03382493320267,1631.3636905339806,840152.300625,0.840152300625,840152.300625,0.840152300625,0.19255609625087128,19.25560962508713
PR6_ME_10,3.704,367378,786432,0.46714528401692706,46.714528401692704,5040285.086848001,5.040285086848001,485,9.622471579346719e-05,96.2247157934672,1993.134894317526,966670.4237440001,0.9666704237440001,966670.4237440001,0.9666704237440001,0.19178883874374622,19.178883874374623
PR6_ME_32,3.704,491249,786432,0.6246554056803385,62.46554056803385,6739747.640384001,6.739747640384,582,8.635338161813433e-05,86.35338161813434,2216.7787790515467,1290165.2494080001,1.2901652494080003,1290165.2494080001,1.2901652494080003,0.1914263438704201,19.14263438704201
FAS6_ME_new_10,3.652,436938,786432,0.5555953979492188,55.559539794921875,5827487.547552001,5.827487547552001,527,9.043348367537587e-05,90.43348367537587,2114.52571254649,1114355.0505120002,1.1143550505120001,1114355.0505120002,1.1143550505120001,0.19122392650673553,19.122392650673554
FAS4_ME_new_07,3.652,345807,786432,0.4397163391113281,43.97163391113281,4612063.922928001,4.612063922928001,432,9.366739213053704e-05,93.66739213053704,2041.3796080740742,881875.9906880001,0.8818759906880002,881875.9906880001,0.8818759906880002,0.19121070423675632,19.121070423675633
FAS4_ME_new_15,3.652,320418,786432,0.40743255615234375,40.743255615234375,4273448.189472001,4.273448189472001,446,0.00010436536965599782,104.36536965599782,1820.694118923767,812029.5770400001,0.8120295770400001,812029.5770400001,0.8120295770400001,0.1900174147519802,19.00174147519802
FAS6_ME_new_29,3.69,353030,786432,0.44890085856119794,44.890085856119796,4806891.783,4.806891783,544,0.00011317084397945142,113.1708439794514,1677.133081985294,912360.3966,0.9123603966,912360.3966,0.9123603966,0.1898025663541342,18.98025663541342
PR11_ME_11,3.616,227030,786432,0.28868357340494794,28.868357340494793,2968520.77568,2.96852077568,279,9.3986204269057e-05,93.986204269057,2018.0724402007168,563042.210816,0.563042210816,563042.210816,0.563042210816,0.1896709685944589,18.96709685944589
PR20_ME_21,3.69,416493,786432,0.5295982360839844,52.95982360839844,5671010.3373,5.671010337299999,527,9.292876730161413e-05,92.92876730161414,2041.0198018975332,1075617.4356,1.0756174356,1075617.4356,1.0756174356,0.18966945422852244,18.966945422852245
PR10_ME_34,3.652,626478,786432,0.7966079711914062,79.66079711914062,8355402.239712001,8.355402239712001,631,7.552000273558939e-05,75.52000273558939,2510.1867007036453,1583927.8081440001,1.583927808144,1583927.8081440001,1.583927808144,0.18956930650397938,18.956930650397936
PR10_ME_27,3.652,512088,786432,0.651153564453125,65.1153564453125,6829770.913152001,6.829770913152001,533,7.80406849333129e-05,78.04068493331289,2414.3160965103193,1286830.4794400001,1.28683047944,1286830.4794400001,1.28683047944,0.18841488181718766,18.841488181718766
PR1_ME_03,3.684,362161,786432,0.4605115254720052,46.051152547200516,4915196.940816,4.915196940816,556,0.00011311855998748551,113.11855998748551,1660.4287062733813,923198.360688,0.923198360688,923198.360688,0.923198360688,0.18782530421552845,18.782530421552845
FAS24_ME_19,3.653,380397,786432,0.4836997985839844,48.36997985839844,5076173.150373001,5.076173150373001,568,0.0001118953162498531,111.89531624985308,1677.801001294014,952990.968735,0.952990968735,952990.9687349999,0.9529909687349999,0.18773807364411388,18.77380736441139
PR5_ME_04,3.704,281843,786432,0.3583819071451823,35.838190714518234,3866777.7322880006,3.866777732288001,377,9.749719950335143e-05,97.49719950335142,1921.7652035225467,724505.4817280001,0.7245054817280001,724505.4817280001,0.7245054817280001,0.18736672544643648,18.73667254464365
